id,cluster,title
req-heuristic-0681,6,SCORE-FUSE: Conflict-Phase Adaptive Variable Selection
req-heuristic-0682,3,SBRV: Stability-Biased Recency & VSIDS Hybrid
req-heuristic-0683,5,Phase-Aware Recency-Weighted EVSIDS (PARWE)
req-heuristic-0684,4,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0685,1,REC-VSIDS: Recency-and-Conflict Enhanced VSIDS
req-heuristic-0686,2,Dual-Phase Timestamped Activity (DPTA) Heuristic
req-heuristic-0687,0,EVSIDS-MTF Hybrid Branching (EMH-Branch)
req-heuristic-0688,3,DYN-EV-MTF: Dynamic EVSIDS–Move-to-Front Hybrid Branching
req-heuristic-0689,0,RECAPS: Recency- and Conflict-Adjusted Phase-Scoring
req-heuristic-0690,5,Phase-Aware Conflict Activity with Recency Boost (PACAR)
req-heuristic-0691,1,EVSBUMP-QS: Exponential VSIDS with Recency Bump & Queue-Scored Branching
req-heuristic-0692,7,Stability-Adaptive Timestamped Activity (SATA)
req-heuristic-0693,3,Dual-Phase Temporal Activity Heuristic (DPTA)
req-heuristic-0694,4,Phase-Aware Dual-Activity Scoring (PADAS)
req-heuristic-0695,1,Phase-Adaptive Conflict-Weighted Queue (PACQ) Heuristic
req-heuristic-0696,0,Reinforced Activity-Recency (RAR) Branching
req-heuristic-0697,4,RECAPS: Recency-Enhanced Conflict Activity and Phase Synergy
req-heuristic-0698,3,Phase-Aware Adaptive Recency-Weighted Scoring (PARWS)
req-heuristic-0699,1,SCORE-FUSE: Conflict-Phase Adaptive Variable Selection
req-heuristic-0700,4,Phase-Aware Dual-Activity (PADA) Branching
req-heuristic-0701,1,Recency-Weighted Activity Selection (RWAS)
req-heuristic-0702,0,Phase-Weighted Queue-EVSIDS (PWQE) Branching
req-heuristic-0703,3,Stability-Aware Conflict and Recency (SACR) Heuristic
req-heuristic-0704,0,Phase-Adaptive Timestamped Activity (PATA) Heuristic
req-heuristic-0705,4,Dual-Phase Conflict-Weighted Timestamp Heuristic (DCTH)
req-heuristic-0706,4,HybriDYN: Hybrid Dynamic Activity & Recency Branching
req-heuristic-0707,3,Phase-Targeted Hybrid Activity (PTHA) Heuristic
req-heuristic-0708,4,D-EMBHeur: Dynamic EVSIDS-Momentum-Boosted Heuristic
req-heuristic-0709,3,REACTIVSIDS: Recency-Enhanced Activity with Conflict-Targeted VSIDS
req-heuristic-0710,4,EVSIDS-Recency Hybrid (ERH)
req-heuristic-0711,1,Phase-Aware Recency-Weighted Activity Selection (PARWAS)
req-heuristic-0712,4,EVSRQ: Exponentially-Weighted Stable Recency Queue
req-heuristic-0713,0,Phase-Weighted Adaptive Recency and Activity (PWARA)
req-heuristic-0714,2,SCORE-FUSION: Adaptive Temporal-EVSIDS Branching
req-heuristic-0715,1,FRAT: Frequency-Recency Activity Tiebreaker
req-heuristic-0716,5,EVRBS: Exponential Variable Recency-Boosted Scoring
req-heuristic-0717,4,RECENT-IMPACT EVSIDS (RIEVSIDS)
req-heuristic-0718,6,Phase-Aware Conflict-Impact Branching (PACIB)
req-heuristic-0719,0,Phase-Aware Recency–Activity Modulation (PARAM) Heuristic
req-heuristic-0720,6,EVCB: Exponentially-Weighted VSIDS with Conflict-Based Recency
req-heuristic-0721,1,DynaPhase-EVSIDS (DPE) Heuristic
req-heuristic-0722,0,DYNASCORE: Dynamic Phase-Weighted EVSIDS with Recency Bias
req-heuristic-0723,4,REACTIVS: Recency- and Activity-Integrated Variable Scoring
req-heuristic-0724,1,REVSIDS-Q: Recency-Enhanced Variable State-Independent Decaying Sum with Queue Boost
req-heuristic-0725,1,EVRB: Exponential-Variance-Recency Branching
req-heuristic-0726,4,Phase-Adaptive Timestamped Activity (PATA)
req-heuristic-0727,4,REACTIVSIDS – Recency-Enhanced Activity and Conflict Timestamped Variable Selection
req-heuristic-0728,4,Phase-Adaptive Temporal Activity Scoring (PATAS)
req-heuristic-0729,6,Phase-Aware Temporal EVSIDS (PaTE)
req-heuristic-0730,5,PHASED DYNAMIC RECENCY-ACTIVITY (PDRA) Heuristic
req-heuristic-0731,4,EVSIDS-Burst: Conflict Burst-Aware Activity Heuristic
req-heuristic-0732,4,RECENTLY-BOOSTED PHASE-ACTIVITY (ReBoPA) Heuristic
req-heuristic-0733,5,Phase-Aware Temporal Activity Heuristic (PATH)
req-heuristic-0734,4,Phase-Aware Activity-Time Hybrid (PAATH) Heuristic
req-heuristic-0735,1,EVSIDS-Recency Blend (ERB) Heuristic
req-heuristic-0736,4,EVSIDS-QHybrid: Queue-Augmented Activity Branching
req-heuristic-0737,6,RECAP: Recency-Enhanced Conflict Activity with Phase-guided Branching
req-heuristic-0738,3,Phase-Weighted Activity Timestamp (PWAT) Heuristic
req-heuristic-0739,1,Phase-Aware Temporal Activity Heuristic (PAT-AH)
req-heuristic-0740,6,RECAPS: Recent-Conflict Activity & Phase-Score Heuristic
req-heuristic-0741,4,DYNASCORE: Dynamic Phase-Aware EVSIDS-Recency Hybrid
req-heuristic-0742,1,RECENT-IMPACT EVSIDS (RIEVSIDS)
req-heuristic-0743,1,EVSIDS-Bump Hybrid with Adaptive Recency (EBHAR)
req-heuristic-0744,4,Dual-Phase Timestamped Activity Selection (DPTAS)
req-heuristic-0745,1,EVWAFS: Exponential Variable Weighted Activity & Freshness Selection
req-heuristic-0746,0,Reinforced Adaptive Phase-Weighted EVSIDS (RAP-EVSIDS)
req-heuristic-0747,0,Stabilized Conflict-Timestamp Scoring (SCTS)
req-heuristic-0748,4,REVS: Recency-Enhanced Variable Scoring
req-heuristic-0749,4,Reinforced Phase-Aware EVSIDS (RPA-EVSIDS)
req-heuristic-0750,4,Phase-Aware Hybrid Activity (PAHA) Branching Heuristic
req-heuristic-0751,1,EVSIDS-TMF: Exponential VSIDS with Temporal Move-to-Front Fusion
req-heuristic-0752,6,EVSIDS-Frontier Adaptive Hybrid (EFAH)
req-heuristic-0753,1,RECENT-EVSIDS Hybrid (REH) Heuristic
req-heuristic-0754,1,Phase-Aware Activity with Recent-Bump Boost (PAARBB)
req-heuristic-0755,5,Phase-Aware Adaptive Recency Scoring (PAARS)
req-heuristic-0756,0,Phase-Aware Conflict-Weighted Activity (PACWA)
req-heuristic-0757,4,Phase-Guided Conflict Activity Search (PGCAS)
req-heuristic-0758,5,EVSIDS-Timestamp Hybrid (ETH) Heuristic
req-heuristic-0759,4,RECAP: Recency-Enhanced Conflict Activity Priority
req-heuristic-0760,4,RECAPS: Recency and EVSIDS Combined Adaptive Phase-Score
req-heuristic-0761,4,PHASE-ACT: Phase-Aware Hybrid Activity Heuristic
req-heuristic-0762,1,Dual-Mode Temporal Activity (DMTA) Heuristic
req-heuristic-0763,6,Phase-Aware Staged Activity Re-Ranking (PSTAR)
req-heuristic-0764,4,DASH: Dynamic Activity & Stability Hybrid
req-heuristic-0765,4,Phase-Weighted Activity Heuristic (PWAH)
req-heuristic-0766,2,Dual-Phase Adaptive Recency-EVSIDS (DARE) Heuristic
req-heuristic-0767,4,Dual-Phase Impact-Recency (DPIR) Heuristic
req-heuristic-0768,1,DASH: Dynamic Activity and Stability Hybrid
req-heuristic-0769,1,Conflict-Phase Adaptive EVSIDS (CPAEVSIDS)
req-heuristic-0770,1,Adaptive Two-Phase Activity-Recency (ATPAR) Heuristic
req-heuristic-0771,3,Adaptive Phase-Aware Timestamped EVSIDS (APATE)
req-heuristic-0772,4,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0773,0,PHASE-ACT: Phase-aware Hybrid Activity Branching
req-heuristic-0774,3,EVCB: Exponential VSIDS with Conflict-Bump Hybridization
req-heuristic-0775,5,REC-Score (Recency-Enhanced Conflict Score)
req-heuristic-0776,1,SAVB: Stable-Activity with Variable Bump Fusion
req-heuristic-0777,0,Dynamic Phase-Stabilized Activity (DPSA) Heuristic
req-heuristic-0778,4,Dynamic Phase-Weighted EVSIDS (DPWEVSIDS)
req-heuristic-0779,0,Phase-Integrated Adaptive Recent-Conflict (PIARC) Heuristic
req-heuristic-0780,4,RECENT-ACT: Recency-Weighted EVSIDS Branching
req-heuristic-0781,4,EVRB: Exponential Value-Recency Branching
req-heuristic-0782,0,Dynamic Recency-Weighted EVSIDS (DRW-EVSIDS)
req-heuristic-0783,4,PHASED-EVSIDS/RECENCY (PER): Phase-Aware Hybrid Activity-Recency Branching
req-heuristic-0784,4,EVSIDS-Timestamp Hybrid (ETH) Branching Heuristic
req-heuristic-0785,4,Hybrid Temporal-EVSIDS (HTE) Heuristic
req-heuristic-0786,0,CBR-VMTF: Conflict-Burst Responsive Variable Move-To-Front Heuristic
req-heuristic-0787,3,Phase-Aware Recency-Weighted Activity (PARWA)
req-heuristic-0788,0,Phase-Adaptive Recency-Weighted EVSIDS (PARWE)
req-heuristic-0789,1,Phase-Aware Activity Queue (PAAQ) Heuristic
req-heuristic-0790,1,EVSIDS-Burst Adaptive Queue (EBAQ) Heuristic
req-heuristic-0791,0,SCORE-MIX: Conflict-Phase Adaptive Branching Heuristic
req-heuristic-0792,4,EVSBUMP: Conflict-Weighted EVSIDS with Adaptive Recency Boost
req-heuristic-0793,4,RECAPS – REcently CAnflited Phase-Sensitive Branching
req-heuristic-0794,4,EVT-Mix: Exponential VSIDS Timestamped Mixing
req-heuristic-0795,1,EVSIDS-Recency Hybrid (ERH): Conflict-Recency Weighted Activity Branching
req-heuristic-0796,5,Phase-Aware Adaptive Timestamped Activity (PATTA)
req-heuristic-0797,1,EVSIDS-Bump Hybrid with Recency-Aware Exploration (EBRAX)
req-heuristic-0798,1,EVSTB: Exponentially-Weighted Stable Timestamp Branching
req-heuristic-0799,6,RECAPS: REcent Conflict Activity with Phase Sensitivity
req-heuristic-0800,4,Expo-Recency Weighted Activity (ERWA) Heuristic
req-heuristic-0801,4,Stability-Aware Conflict Momentum (SACM) Heuristic
req-heuristic-0802,4,EVSIDS-Recency Adaptive Branching (ERAB)
req-heuristic-0803,0,EVIPR: Exponential Variable Impact and Phase Reuse
req-heuristic-0804,1,RECAPS: Recency-Enhanced Conflict Activity Prioritized Scoring
req-heuristic-0805,6,EVSIDS-Recency Adaptive Hybrid (ERAH) Heuristic
req-heuristic-0806,4,PHaST: Phase-Adaptive Hybrid Score and Timestamp Heuristic
req-heuristic-0807,4,RTVS: Recency-Tempered Variable Scoring
req-heuristic-0809,1,Recency-Weighted Adaptive Activity (RWAA)
req-heuristic-0810,2,RECAPS: Recent-Conflict Activity and Phase-Score Heuristic
req-heuristic-0811,4,EVSIDS-RMTF (Recency-Modulated Targeted EVSIDS)
req-heuristic-0812,1,DASH: Dynamic Activity and Stability Hybrid
req-heuristic-0813,6,EVSIDS-Queue Hybrid (EQH): Conflict Activity with Recentness Boost
req-heuristic-0814,1,RECAPS – Recency- and EVSIDS-Combined Adaptive Priority Scoring
req-heuristic-0815,4,Phase-Aware Recency-EVSIDS (PAREVSIDS) Branching
req-heuristic-0816,3,EVSIDS-Recency Hybrid (ERH): Conflict-Weighted Recency Branching
req-heuristic-0817,1,Phase-Aware Recency-Weighted EVSIDS (PARWE) Heuristic
req-heuristic-0818,4,FAST-Adapt: Frequency-Adjusted Stable Target Branching
req-heuristic-0819,0,Phase-Adaptive Conflict-Weighted EVSIDS (PACWE)
req-heuristic-0820,0,RECENT-ACTIVITY PHASE-ADAPTIVE (RAPA) Heuristic
req-heuristic-0821,0,Phase-Aware Adaptive Recency-EVSIDS (PARE)
req-heuristic-0822,5,Conflict-Weighted Adaptive Timestamp Heuristic (CWAT)
req-heuristic-0823,6,RISS: Recency-Influenced Stable Scoring
req-heuristic-0824,4,RECAPS (Recency-Enhanced Conflict Activity with Phase Synchronization)
req-heuristic-0825,0,EVSIDS-Recency Phase-Weighted Branching (ERPWB)
req-heuristic-0826,1,Recency-Aware Adaptive EVSIDS (RA2-EVSIDS)
req-heuristic-0827,4,Stability-Weighted Timestamped Activity (SWTA) Heuristic
req-heuristic-0828,6,Phase-Aware Conflict Momentum (PACM) Heuristic
req-heuristic-0829,4,RECAPS: Recency- and Conflict-Adjusted Priority Scoring
req-heuristic-0830,4,Dual-Phase Recency-Weighted Activity (DPRWA)
req-heuristic-0831,4,EVSIDS-PhaseBoost with Recency Awareness (EPRA)
req-heuristic-0832,3,Dual-Phase Adaptive Conflict Proximity (DP-ACP) Branching
req-heuristic-0833,4,Conflict-Weighted Phase-Aware Scoring (CWPAS)
req-heuristic-0834,1,Phase-Aware Conflict-Boosted Activity (PACBA) Heuristic
req-heuristic-0835,1,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0836,1,RECAPS: Recency-Enhanced Conflict Activity and Phase Score
req-heuristic-0837,0,RESTART-AWARE ACTIVITY QUEUE (RAQ) Heuristic
req-heuristic-0838,3,DYNAMIC PHASE-AWARE ACTIVITY (DPAA) Heuristic
req-heuristic-0839,1,SCORE-FUSE: Conflict & Recency Fused Branching Heuristic
req-heuristic-0840,0,EVSIDS-Recency Fusion (ERF) Heuristic
req-heuristic-0841,4,Phase-Aware Timestamped Reward Selection (PATRS)
req-heuristic-0842,0,RECAPS: REcent Conflict Activity & Phase Synergy
req-heuristic-0843,4,Stabilized Conflict-Phase Impact Score (SCOPIS)
req-heuristic-0844,4,Recency-Weighted EVSIDS (RW-EVSIDS) Branching
req-heuristic-0845,3,Phase-Aware Recency-Weighted Activity (PARWA)
req-heuristic-0846,0,RECAPS: Recent-Conflict Adaptive Phase-Scored branching
req-heuristic-0847,2,Phase-Guided Hybrid Activity (PGHA) Heuristic
req-heuristic-0848,1,RECHARGE (Recency-Enhanced Conflicted High-Activity Ranking for Guided Exploration)
req-heuristic-0849,4,EVSIDS-Bump Hybrid with Recency Bias (EHRB)
req-heuristic-0850,4,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0851,0,AVSIDS-MTF (Adaptive VSIDS with Move-To-Front Synergy)
req-heuristic-0852,1,REACTIV: Recency-Enhanced Activity with Conflict-Triggered Injection Variable Selection
req-heuristic-0853,2,PHASE-AWARE RECENCY-BOOSTED EVSIDS (PAREB-EVSIDS)
req-heuristic-0854,4,EVSIDS-Recency Hybrid (ERH): Recency-Weighted Activity Branching
req-heuristic-0855,4,Phased Adaptive Recency-Weighted Impact Selection (PARIS)
req-heuristic-0856,3,Hybrid Decay-Recency Branching (HDRB)
req-heuristic-0857,0,PHASE-AWARE ADAPTIVE ACTIVITY (PAAA) Heuristic
req-heuristic-0858,3,Phase-Aware Timestamp-Weighted EVSIDS (PATWE)
req-heuristic-0859,4,DSR-VMTF: Dynamic Scaled Reward with Variable Move-To-Front Integration
req-heuristic-0860,1,EVSIDS-Recency Hybrid (ERH): Conflict-Recency Weighted Branching
req-heuristic-0861,0,Phase-Aware Conflict History Branching (PACHB)
req-heuristic-0862,4,Hybrid Adaptive Recent-Conflict Activity (HARCA)
req-heuristic-0863,0,Reinforced Adaptive Phase-Impact Scoring (RAPIS)
req-heuristic-0864,0,REACTIV (REcent Activity and Conflict Timestamp Integrated Variable selection)
req-heuristic-0865,0,SCORE-FUSE: Phase- and Recency-Fused Activity Heuristic
req-heuristic-0866,4,"DASH: Dynamic Activity, Staleness, and History heuristic"
req-heuristic-0867,4,Phase-Adaptive Activity-Recency (PAAR) Heuristic
req-heuristic-0868,1,STAGE: Stability- and Timestamp-Guided EVSIDS Branching
req-heuristic-0869,3,EVSIDS-Phase Momentum (EPM) Heuristic
req-heuristic-0870,6,RECENT-SPIKE: Recency-Enhanced Conflict and Phase-Influence Scoring
req-heuristic-0871,5,REVSIDS-QM: Recency-Enhanced VSIDS with Queue-Momentum
req-heuristic-0872,1,EVSIDS-Bump Hybrid with Adaptive Conflict-Bias (EBA-CB)
req-heuristic-0873,6,RECENT-CONFLICT-BIASED EVSIDS (RCB-EVSIDS)
req-heuristic-0874,3,RECSAT: Recency-Enhanced Conflict Score Adaptive Heuristic
req-heuristic-0875,4,EVSIDS-Timestamp Hybrid (ETH) Branching Heuristic
req-heuristic-0876,5,EVSIDS-Burst Queue Hybrid (EBQH)
req-heuristic-0877,4,EVSIDS-QBF: Queue-Boosted EVSIDS with Phase Reinforcement
req-heuristic-0878,4,DynaPhase-Recency Score (DPRS)
req-heuristic-0879,1,PHASED RECENCY-BOOSTED EVSIDS (PRB-EVSIDS)
req-heuristic-0880,1,Phase-Adaptive Timestamped Activity (PATA) Heuristic
req-heuristic-0881,0,Phase-Aware Conflict-Temporal Scoring (PACTS) Heuristic
req-heuristic-0882,3,E3VSIDS: Entropy-Enhanced Exponential VSIDS
req-heuristic-0883,4,PHaST: Phase- and History-Aware Scoring with Timestamps
req-heuristic-0884,0,Staged Activity & Recency Ensemble (SARE) Heuristic
req-heuristic-0885,0,RESTART-AWARE MULTI-SIGNAL ACTIVITY (RAMSA) Heuristic
req-heuristic-0886,1,EVSIDS-QBF: Queue-Boosted Frequency-Sensitive Branching
req-heuristic-0887,4,RAMPAGE: Recency-Activity Multiplexed Prioritized Adaptive Guided Exploration
req-heuristic-0888,0,Phase-Aware Adaptive Recency Activity (PARA)
req-heuristic-0889,0,REACTIVSIDS: Recency- and Activity-Integrated EVSIDS
req-heuristic-0890,4,REACTIV: Recency- and Activity-Integrated Variable Scoring
req-heuristic-0891,1,EVSIDS-MTF Hybrid (EMH): Recency-Weighted Conflict Activity Heuristic
req-heuristic-0892,6,RECAPS – Recency and EVSIDS Coupled Adaptive Phase Selection
req-heuristic-0893,1,EVSIDS-Recency Weighted Sampling (ERWS)
req-heuristic-0894,0,RECENT-IMPACTED STABILIZED ACTIVITY (RISA)
req-heuristic-0895,4,Phase-Aware Conflict History-Based Activity (PCHB) Heuristic
req-heuristic-0896,6,EVCB: Exponential Variable Conflict & Bump Heuristic
req-heuristic-0897,5,Phase-Aware Timestamped Activity Selection (PATAS)
req-heuristic-0898,1,EVSIDS-Recency Hybrid (ERH) Heuristic
req-heuristic-0899,4,Phase-Aware EVSIDS-Recency Hybrid (PAERH)
req-heuristic-0900,4,DynaPhase-EVSIDS Hybrid (DPEH) Heuristic
req-heuristic-0902,4,Phase-Adaptive Timestamped Activity (PATA) Heuristic
req-heuristic-0903,1,Phase-Weighted Activity with Recency Boost (PWARB)
req-heuristic-0904,4,"DASVS: Dual-Activity, Stability-Weighted Variable Selection"
req-heuristic-0905,6,Phase-Adaptive Conflict-Queue Scoring (PACQS)
req-heuristic-0906,3,RECHARGE: Recency-Enhanced Conflict & History Aware Greedy Evaluation
req-heuristic-0907,4,RELEVANT-EVSIDS: Recency and EVSIDS Hybrid Branching
req-heuristic-0908,1,RECHARGE: Recency-Conflict Hybrid Activity with Recency-Gated Exploration
req-heuristic-0909,0,RECAPS: Recency- and EVSIDS-Combined Adaptive Phase-Scoring
req-heuristic-0910,5,STAGE: Stable-Adaptive Greedy Exploration
req-heuristic-0911,1,DASH: Dynamic Activity-Stability Hybrid
req-heuristic-0912,0,PHASED-EVSIDS-RECENCY (PER) Heuristic
req-heuristic-0913,4,REACTIVSIDS: Recency- and Activity-Integrated Variable Selection with Implicit Decay and Phase Awareness
req-heuristic-0914,4,"R3VSIDS: Recency-Refined, Recency-Weighted VSIDS"
req-heuristic-0915,3,RECAPS: REcent Conflict Activity and Phase-Synchronization Heuristic
req-heuristic-0917,3,DYNASCORE: Dynamic Activity–Recency–Phase Hybrid Heuristic
req-heuristic-0918,4,Phase-Conflict Balanced Activity (PCBA) Heuristic
req-heuristic-0919,1,Staged Activity-Timestamp Hybrid (SATH) Branching
req-heuristic-0920,0,Phase-Adaptive Conflict-Boosted Scoring (PACBS)
req-heuristic-0921,1,EVSBUMP Hybrid Activity Heuristic (EVAH)
req-heuristic-0922,2,Stability-Aware EVSIDS/Recency Hybrid (SAERH)
req-heuristic-0923,1,Phase-Aware Recency-Weighted EVSIDS (PA-RWEVSIDS)
req-heuristic-0924,0,RECENT-ACT: Recency-Weighted EVSIDS Branching
req-heuristic-0925,4,EVT (EVSIDS-Recency-Time) Hybrid Branching
req-heuristic-0926,3,Reinforced Temporal Activity Scoring (ReTAS)
req-heuristic-0927,1,REASSIGN: Recency-Enhanced Activity-Sensitive Selection
req-heuristic-0928,4,RVSIDS-QB: Recency-Weighted VSIDS with Queue Bump
req-heuristic-0929,1,Dual-Phase Adaptive Timestamped Activity (DATSA) Heuristic
req-heuristic-0930,1,EVSIDS-BurstScore (EBS): Recency-Augmented Activity Heuristic
req-heuristic-0931,1,EVSIDS-Lifetime Hybrid (ELH) Branching Heuristic
req-heuristic-0932,5,Phase-Aware Hybrid Activity (PHA) Heuristic
req-heuristic-0933,1,RECENT-IMPACT Adaptive Branching (RIAB)
req-heuristic-0934,0,PHASE-AWARE DYNAMIC ACTIVITY (PADA) Heuristic
req-heuristic-0935,1,Reconflict-Weighted Timestamp Heuristic (ReWiT)
req-heuristic-0936,4,Hybrid Activity-Recency Adaptive Branching (HARA)
req-heuristic-0937,4,PHASED-EVSIDS/RECENCY Hybrid (PERCH) Branching Heuristic
req-heuristic-0938,5,EVSIDS-Front Hybrid (EFH) Branching Heuristic
req-heuristic-0939,4,Phase-Guided Recency-Weighted EVSIDS (PGR-EVSIDS)
req-heuristic-0940,6,RECAPS – Recency- and Conflict-Aware Phase-Scored Branching
req-heuristic-0941,4,Stabilized Conflict-Phase Importance (SCPI) Heuristic
req-heuristic-0942,6,EVSIDS-MTF Hybrid with Phase-Aware Decay (EMPD)
req-heuristic-0943,3,EVSIDS-Recency Hybrid (ERH) Heuristic
req-heuristic-0944,4,Phase-Aware Recency-Weighted EVSIDS (PAREVSIDS)
req-heuristic-0945,1,EVSIDS-Recency Hybrid (ERH): Recency-Boosted Activity Branching
req-heuristic-0946,0,Diversity-Weighted Adaptive Activity (DWAA) Heuristic
req-heuristic-0947,0,Phase-Aware Temporal Activity (PATA) Branching Heuristic
req-heuristic-0948,1,REACTIVS: Recency and Activity Combined Variable Selection
req-heuristic-0949,4,REVSQUID – Recency-Enhanced Variable Scoring with Queue and Unassigned Impact Dynamics
req-heuristic-0950,4,CLARISSA: Conflict- and Locality-Aware Re-Inforcement Scoring with Stable Switching Assignment
req-heuristic-0951,0,Phase-Aware Temporal Activity (PATA) Heuristic
req-heuristic-0952,4,Dual-Phase Timestamp-Weighted EVSIDS (DPT-EVSIDS)
req-heuristic-0953,4,RECAPS: Recency-and-Conflict Adaptive Phase-Scoring
req-heuristic-0954,0,Phase-Aware Conflict-Temporal Scoring (PACTS)
req-heuristic-0955,4,Recency-Weighted EVSIDS (RW-EVSIDS) Heuristic
req-heuristic-0956,1,REVSBR: Recency-Enhanced Variable Scoring with Bump Reactivity
req-heuristic-0957,1,EVSIDS-Timestamp Hybrid (ETH) Branching Heuristic
req-heuristic-0959,6,Phase-Aware Temporal Activity (PATA) Heuristic
req-heuristic-0960,3,PHASED-QUICKIMPACT: Phase-Adaptive Impact Score Branching
req-heuristic-0961,1,EVSIDS-Bump Hybrid with Adaptive Recency (EBHAR)
req-heuristic-0962,4,Phase-Weighted Temporal Impact Selection (PWTIS)
req-heuristic-0963,0,Phase-Aware Timestamped EVSIDS (PATEVSIDS)
req-heuristic-0964,3,Recency-Weighted EVSIDS (RW-EVSIDS) Heuristic
req-heuristic-0965,4,Conflict-Phase Adaptive EVSIDS (CPAE)
req-heuristic-0966,6,EVSIDS-Bump-Aware Phase-Targeted Branching (EBPTB)
req-heuristic-0967,3,PHASE-AWARE HYBRID ACTIVITY (PHA)
req-heuristic-0968,2,Phase-Adaptive Temporal-EVSIDS (PAT-EVSIDS)
req-heuristic-0969,1,AVR-GLUE: Adaptive Variable Ranking with Global Learning Utility Enhancement
req-heuristic-0970,0,Phase-Aware Conflict-Impact Score (PACIS) Heuristic
req-heuristic-0971,6,EVSIDS-Recency Hybrid Branch (ERHB)
req-heuristic-0972,5,Conflict-Phase Adaptive Timestamped Scoring (CPATS)
req-heuristic-0973,4,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0974,0,RESTART-AWARE PHASED ACTIVITY QUEUE (RAPAQ)
req-heuristic-0975,0,RISS (Recency-Impact-Stability Scoring) Heuristic
req-heuristic-0976,0,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0977,0,Dynamic Phase-Aware Conflict-Weighted EVSIDS (DPAC-EVSIDS)
req-heuristic-0978,4,Phase-Adaptive Conflict-Temporal Scoring (PACT)
req-heuristic-0979,0,EVSIDS-Burst Hybrid Heuristic (EBH): Conflict-Weighted Recency Branching
req-heuristic-0980,1,RECAPS: Recency-Enhanced Conflict Activity and Phase Stabilization
req-heuristic-0981,4,PHASE-AWARE RECENCY-BOOSTED EVSIDS (PAREB-EVSIDS)
req-heuristic-0982,3,Conflict History Weighted EVSIDS (CHW-EVSIDS)
req-heuristic-0983,0,Phase-Aware Adaptive Recency & Activity (PARA)
req-heuristic-0984,3,ASVAB: Adaptive Stable-Volatile Activity Blending
req-heuristic-0985,1,RECAPS: Recent Conflict-Aware Phase-Sensitive Branching
req-heuristic-0986,0,DYNASCORE: Dynamic Activity & Recency Score Fusion Heuristic
req-heuristic-0987,6,Phase-Aware Temporal Activity Selection (PATAS)
req-heuristic-0988,1,PHASE-ADAPTIVE RECENCY-ACTIVITY (PARA) Heuristic
req-heuristic-0989,1,PHASE-AWARE RECENCY-BOOSTED EVSIDS (PARE)
req-heuristic-0990,4,Conflict-Weighted Timestamp Learning (CWTL)
req-heuristic-0991,0,Dynamic Conflict-Phase Weighted Score (DCPWS) Heuristic
req-heuristic-0992,0,Phase-Aware Conflict Temporal Scoring (PACTS)
req-heuristic-0993,6,EVLMTF: Exponentially-Weighted Variable Learning & Move-To-Front Heuristic
req-heuristic-0994,6,EVSIDS-Bump Hybrid with Dynamic Recency Boost (EBDRB)
req-heuristic-0995,0,EVSIDS-Bump Fusion (EBF) Heuristic
req-heuristic-0996,0,Phase-Guided Conflict Score (PGCS) Heuristic
req-heuristic-0997,1,STAB-MTF: Stability-Driven Activity and Move-To-Front Hybrid Heuristic
req-heuristic-0998,5,EVSIDS-Recency Adaptive Branching (ERAB)
req-heuristic-0999,1,STRIDE: Stability-Tuned Recency-Integrated Dynamic EVSIDS
req-heuristic-1000,4,---
